"PRODUCT_ID","PRODUCT_NAME","PRODUCT_EXPLAIN","NET_TYPE_NAME","START_DATE","END_DATE","CASEWHENA.COMP_TAG='0'THEN'非?","CASEWHENA.PRODUCT_STATE='0'THE"
"80001524","固话亲情无线市区C(136元)(1+3)","固话亲情无线市区C(136元)(1+3)","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001526","亲情无线区县(144元)(1+3)","亲情无线区县(144元)(1+3)","小灵通","2009/8/22","2050/12/31","非组合产品",""
"82001527","亲情无线市区B(146)元(1+2)","亲情无线市区B(146)元(1+2)","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82001529","亲情无线市区A(126)元(1+2)","亲情无线市区A(126)元(1+2)","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82001531","亲情无线市区A(186)元(1+2)","亲情无线市区A(186)元(1+2)","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82001533","亲情无线区县84元(1+2)","亲情无线区县84元(1+2)","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"80001560","跨局移机保号(乙种66元)","跨局移机保号(乙种66元)","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001562","县局租赁电话乙种(95元)","县局租赁电话乙种(95元)","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001564","塘沽公话0.40","塘沽公话0.40","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001566","塘沽公安局优惠电话","塘沽公安局优惠电话","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80001568","临时电话(35元)","临时电话(35元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001569","一中网校包干90","一中网校包干90","普通电话","2009/8/22","2050/12/31","非组合产品","消亡"
"80001571","智能201卡电话","智能201卡电话","公用电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001573","水利局专网(乙种)","水利局专网(乙种)","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80001575","市话公免甲种电话","市话公免甲种电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001577","全公免乙种电话","全公免乙种电话","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80001578","市区日租0.7元","市区日租0.7元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001580","市内套餐29元","市内套餐29元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001582","市区套餐39元","市区套餐39元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001584","市区套餐59元","市区套餐59元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001586","干线(100元)","干线(100元)","中继线","2009/8/22","2050/12/31","非组合产品","在售"
"80001587","先导中继(60元)","先导中继(60元)","中继线","2009/8/22","2050/12/31","非组合产品",""
"80001589","塘沽中继线优惠","塘沽中继线优惠","中继线","2009/8/22","2050/12/31","非组合产品","在售"
"80001591","公免干线","公免干线","中继线","2009/8/22","2050/12/31","非组合产品","在售"
"80001592","塘沽虚拟中继线","塘沽虚拟中继线","中继线","2009/8/22","2050/12/31","非组合产品",""
"80001594","加倍专线(400元)","加倍专线(400元)","设备出租","2009/8/22","2050/12/31","非组合产品","在售"
"80001596","出院分机(200元)","出院分机(200元)","设备出租","2009/8/22","2050/12/31","非组合产品","在售"
"80001908","大众电话最低消费50+1元","大众电话最低消费50+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001909","大众电话最低消费48+1元","大众电话最低消费48+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001910","大众电话最低消费46+1元","大众电话最低消费46+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001912","大众电话最低消费42+1元","大众电话最低消费42+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001913","大众电话最低消费40+1元","大众电话最低消费40+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001914","大众电话最低消费38+1元","大众电话最低消费38+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001915","大众电话最低消费36+1元","大众电话最低消费36+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001916","大众电话最低消费34+1元","大众电话最低消费34+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001917","大众电话最低消费32+1元","大众电话最低消费32+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001918","大众电话最低消费30+1元","大众电话最低消费30+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001919","大众电话最低消费28+1元","大众电话最低消费28+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001920","大众电话最低消费26+1元","大众电话最低消费26+1元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001921","大众电话最低消费24+1元","大众电话最低消费24+1元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001922","大众电话最低消费22+1元","大众电话最低消费22+1元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001923","大众电话最低消费20+1元","大众电话最低消费20+1元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001924","大众电话最低消费18+1元","大众电话最低消费18+1元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001925","大众电话最低消费60元","大众电话最低消费60元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001926","大众电话最低消费58元","大众电话最低消费58元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001928","大众电话最低消费54元","大众电话最低消费54元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001930","大众电话最低消费50元","大众电话最低消费50元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001932","大众电话最低消费46元","大众电话最低消费46元","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80001935","大众电话最低消费40元","大众电话最低消费40元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001937","大众电话最低消费36元","大众电话最低消费36元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001939","大众电话最低消费32元","大众电话最低消费32元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001941","大众电话最低消费28元","大众电话最低消费28元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001944","大众电话最低消费22元","大众电话最低消费22元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80001946","大众电话最低消费18元","大众电话最低消费18元","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80002077","2008宽带酒店电脑租用","2008宽带酒店电脑租用","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"82002111","亲情无线区县144元","亲情无线区县144元","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"80002115","传真E号码","传真E号码","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80002117","集团邮箱","集团邮箱","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80002162","ISDN中继(150元)","ISDN中继(150元)","ISDN","2009/8/22","2050/12/31","非组合产品","停售"
"80002164","全公免ISDN","全公免ISDN","ISDN","2009/8/22","2050/12/31","非组合产品","停售"
"80002167","30B+D互联网(2000元)","30B+D互联网(2000元)","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80002169","30B＋D（非经营性）1500元","30B＋D（非经营性）1500元","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80002171","30B+D(1050元)","30B+D(1050元)","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80002181","网校A","网校A","注册虚拨类","2009/8/22","2050/12/31","非组合产品",""
"80002183","甲F","甲F","注册虚拨类","2009/8/22","2050/12/31","非组合产品","停售"
"80002185","甲H(超出后4元/小时，不封顶）","甲H","注册虚拨类","2009/8/22","2050/12/31","非组合产品","停售"
"80002187","甲I","甲I","注册虚拨类","2009/8/22","2050/12/31","非组合产品","停售"
"80002191","乙D","乙D","注册虚拨类","2009/8/22","2050/12/31","非组合产品",""
"80002192","卡式ADSL","卡式ADSL","注册虚拨类","2009/8/22","2050/12/31","非组合产品","在售"
"80002194","小交换机","小交换机","小交换机","2009/8/22","2050/12/31","非组合产品","在售"
"80002197","公话ADSL0.40","公话ADSL0.40","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80002198","有线电视费","有线电视费","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80002201","信息费分成","信息费分成","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80002204","信息发布","信息发布","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80002206","网络游戏","网络游戏","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80002211","专网0月租乙种","专网0月租乙种","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80002212","出租光纤","出租光纤","光纤/挂线出租","2009/8/22","2050/12/31","非组合产品","在售"
"80002215","CENTREX网优组合","CENTREX网优组合","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002217","CENTREX小灵通职工试用","CENTREX小灵通职工试用","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80002219","CENTREX网优优惠-UT","CENTREX网优优惠-UT","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80002220","CENTREX清爽绿风","CENTREX清爽绿风","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80002222","CENTREX后付费优惠","CENTREX后付费优惠","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80002225","CENTREX50元包月(2000分钟)","CENTREX50元包月(2000分钟)","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80000062","数字中继线(100元)","数字中继线(100元)","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80000064","互联网(2000元)","互联网(2000元)","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80000066","大唐盘点数字电路2000","大唐盘点数字电路2000","ISDN","2009/8/22","2050/12/31","非组合产品",""
"80000069","30B+D(1890元)","30B+D(1890元)","专网","2009/8/22","2050/12/31","非组合产品",""
"80000071","入中继3000","入中继3000","专网","2009/8/22","2050/12/31","非组合产品",""
"80000073","双向中继3000","双向中继3000","专网","2009/8/22","2050/12/31","非组合产品",""
"80000075","出中继1800","出中继1800","专网","2009/8/22","2050/12/31","非组合产品",""
"80000078","双向中继900元","双向中继900元","ISDN","2009/8/22","2050/12/31","非组合产品","在售"
"80000080","双向中继2943.70元","双向中继2943.70元","专网","2009/8/22","2050/12/31","非组合产品",""
"80000082","宽带专线","宽带专线","互联网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000084","通信话吧2","通信话吧2","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000088","集团通信话吧0.45","集团通信话吧0.45","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000090","代办公话0.20","代办公话0.20","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000092","塘沽公话0.40","塘沽公话0.40","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000095","便利公话0.40","便利公话0.40","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000097","邮局纳费公话0.00","邮局纳费公话0.00","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000099","投币公话0.40","投币公话0.40","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000101","集团公话0.00","集团公话0.00","公用电话","2009/8/22","2050/12/31","非组合产品",""
"80000103","IC卡公话0.00","IC卡公话0.00","公用电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000106","智能网卡式公话","智能网卡式公话","公用电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000108","多媒体ADSL卡式公话","多媒体ADSL卡式公话","公用电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000110","本地数字电路区间","本地数字电路区间","设备出租","2009/8/22","2050/12/31","非组合产品","在售"
"80000113","国内长途数字电路","国内长途数字电路","设备出租","2009/8/22","2050/12/31","非组合产品","在售"
"80000115","长途数字电路","长途数字电路","设备出租","2009/8/22","2050/12/31","非组合产品","在售"
"80000118","网视通","网视通","互联网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000120","CENTREX市话公免","CENTREX市话公免","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80000122","CENTREX月租15元","CENTREX月租15元","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80000127","CENTREX月租18元(赠来显)-UT","CENTREX月租18元(赠来显)-UT","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80000129","CENTREX灵通大众卡-中兴","CENTREX灵通大众卡-中兴","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80000132","CENTREX亲情套餐(30元包500分钟)-中兴","CENTREX亲情套餐(30元包500分钟)-中兴","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80000134","CENTREX亲情套餐(50元包1000分钟","CENTREX亲情套餐(50元包1000分钟","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80000136","CENTREX亲情套餐(20元包150分钟)","CENTREX亲情套餐(20元包150分钟)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80000137","企信通","企信通","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80000138","固话亲情随身市区(66元)","固话亲情随身市区(66元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000139","混合VPN","混合VPN","VPN类","2009/8/22","2050/12/31","非组合产品",""
"80000140","VPDN中心端","VPDN中心端","因特网虚拟专用网","2009/8/22","2050/12/31","非组合产品",""
"80000142","域名注册","域名注册","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000143","IT产品","IT产品","互联网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000144","网页制作","网页制作","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000145","语音信箱","语音信箱","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000146","收费网站定购","收费网站定购","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000147","固话亲情随身市区(106元)","固话亲情随身市区(106元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000148","固话亲情随身区县(29元)","固话亲情随身区县(29元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000149","固话亲情随身区县(39元)","固话亲情随身区县(39元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000150","固话亲情随身区县(59元)","固话亲情随身区县(59元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000151","固话亲情随身区县(99元)","固话亲情随身区县(99元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000152","网站建设","网站建设","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000153","手机17909业务","手机17909业务","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000154","电话送真情","电话送真情","智能网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000155","114增值","114增值","智能网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000156","2008业务","2008业务","智能网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000157","固话亲情无线市区A(116元)","固话亲情无线市区A(116元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000158","固话亲情无线市区A(126元)","固话亲情无线市区A(126元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000159","固话亲情无线市区A(146元)","固话亲情无线市区A(146元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000161","固话亲情无线市区A(186元)","固话亲情无线市区A(186元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000163","固话亲情无线区县(84元)","固话亲情无线区县(84元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000225","新会场(交互式会议)","新会场(交互式会议)","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000227","免费声像通","免费声像通","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000230","收费网络安全","收费网络安全","互联网增值业务","2009/8/22","2050/12/31","非组合产品",""
"80000232","收费虚拟主机","收费虚拟主机","互联网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000234","收费主机托管","收费主机托管","互联网增值业务","2009/8/22","2050/12/31","非组合产品","在售"
"80000261","固话亲情无线区县(134元)","固话亲情无线区县(134元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000263","固话亲情无线市区B(86元)","固话亲情无线市区B(86元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000266","固话亲情无线市区C(66元)","固话亲情无线市区C(66元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000270","蓟县交月租（25元）送话费（二）","蓟县交月租（25元）送话费（二）","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80000272","虚拟甲种(18元)","虚拟甲种(18元)","普通电话","2009/8/22","2050/12/31","非组合产品","消亡"
"80000274","塘沽甲种虚拟电话","塘沽甲种虚拟电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000276","亲情大众电话市区（39元）","亲情大众电话市区（39元）","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000279","亲情大众电话区县（29元）","亲情大众电话区县（29元）","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000281","公甲","公甲","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000282","私甲","私甲","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000284","专网0月租甲种","专网0月租甲种","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000286","119报警(4元)","119报警(4元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80000288","计费号码(0)","计费号码(0)","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000291","虚拟电话(15元)","虚拟电话(15元)","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000295","塘沽二中虚拟电话","塘沽二中虚拟电话","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000298","塘沽天津振贸国际贸易有限公司虚","塘沽天津振贸国际贸易有限公司虚","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000299","虚拟乙种(25元)","虚拟乙种(25元)","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000302","乙种centrex（0月租）","乙种centrex（0月租）","普通电话","2009/8/22","2050/12/31","非组合产品","消亡"
"80000304","塘沽京海储运,中建六局虚拟电话","塘沽京海储运,中建六局虚拟电话","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000306","塘沽天津出入境边检总站虚拟电话","塘沽天津出入境边检总站虚拟电话","普通电话","2009/8/22","2050/12/31","非组合产品","在售"
"80000335","亲情无线区县(144元)(1+2)","亲情无线区县(144元)(1+2)","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80000338","亲情在线区县(48元)(1+2)","亲情在线区县(48元)(1+2)","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005125","共享时长(1+0+1+3)市区114元套餐普通电话","共享时长(1+0+1+3)市区114元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005128","共享时长(1+0+0+4)区县114元套餐普通电话","共享时长(1+0+0+4)区县114元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005131","共享时长(1+0+1+3)区县69元套餐小灵通","共享时长(1+0+1+3)区县69元套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005134","共享时长(1+1+1+3)区县69元ADSL包月套餐小灵通","共享时长(1+1+1+3)区县69元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005139","共享时长(1+1+1+3)市区49元ADSL限时套餐小灵通","共享时长(1+1+1+3)市区49元ADSL限时套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005143","共享时长(1+1+1+3)市区94元ADSL包月套餐普通电话","共享时长(1+1+1+3)市区94元ADSL包月套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005146","共享时长(1+1+1+1)市区89元ADSL包月套餐小灵通","共享时长(1+1+1+1)市区89元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80005149","共享时长(1+1+1+2)市区89元ADSL包月套餐小灵通","共享时长(1+1+1+2)市区89元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005153","共享时长(1+0+0+2)市区104元套餐普通电话","共享时长(1+0+0+2)市区104元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005157","共享时长(1+0+1+1)市区104元套餐普通电话","共享时长(1+0+1+1)市区104元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005160","共享时长(1+0+1+2)市区119元套餐普通电话","共享时长(1+0+1+2)市区119元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005163","共享时长(1+1+0+1)区县89元ADSL包月套餐普通电话","共享时长(1+1+0+1)区县89元ADSL包月套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005167","共享时长(1+1+0+3)区县119元ADSL包月套餐普通电话","共享时长(1+1+0+3)区县119元ADSL包月套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005170","共享时长(1+1+1+1)区县89元ADSL包月套餐小灵通","共享时长(1+1+1+1)区县89元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80005173","共享时长(1+1+1+2)区县89元ADSL包月套餐小灵通","共享时长(1+1+1+2)区县89元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005177","共享时长(1+0+0+2)区县104元套餐普通电话","共享时长(1+0+0+2)区县104元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005181","共享时长(1+0+1+1)区县104元套餐普通电话","共享时长(1+0+1+1)区县104元套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80005185","共享时长(1+0+1+2)区县89元套餐小灵通","共享时长(1+0+1+2)区县89元套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"80005189","共享时长(1+1+1+3)市区84元ADSL限时套餐普通电话","共享时长(1+1+1+3)市区84元ADSL限时套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005192","共享时长(1+1+0+4)市区84元ADSL包月套餐普通电话","共享时长(1+1+0+4)市区84元ADSL包月套餐普通电话","普通电话","2009/8/22","2050/12/31","非组合产品",""
"80005195","共享时长(1+1+1+3)市区39元ADSL包月套餐小灵通","共享时长(1+1+1+3)市区39元ADSL包月套餐小灵通","小灵通","2009/8/22","2050/12/31","非组合产品",""
"82004873","共享时长(1+0+0+4)区县84元套餐","共享时长(1+0+0+4)区县84元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004878","共享时长(1+1+0+4)区县84元ADSL包月套餐","共享时长(1+1+0+4)区县84元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004941","共享时长(1+0+0+2)市区64元套餐","共享时长(1+0+0+2)市区64元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004943","共享时长(1+0+0+3)区县69元套餐","共享时长(1+0+0+3)区县69元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004946","共享时长(1+0+0+3)市区69元套餐","共享时长(1+0+0+3)市区69元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004948","共享时长(1+0+0+3)市区99元套餐","共享时长(1+0+0+3)市区99元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004950","共享时长(1+0+1+1)区县64元套餐","共享时长(1+0+1+1)区县64元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004952","共享时长(1+0+1+1)市区54元套餐","共享时长(1+0+1+1)市区54元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004954","共享时长(1+0+1+1)市区84元套餐","共享时长(1+0+1+1)市区84元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004957","共享时长(1+0+1+2)区县99元套餐","共享时长(1+0+1+2)区县99元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004959","共享时长(1+0+1+2)市区79元套餐","共享时长(1+0+1+2)市区79元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004960","共享时长(1+0+1+2)市区99元套餐","共享时长(1+0+1+2)市区99元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品",""
"82004961","共享时长(1+1+0+1)市区39元ADSL包月套餐","共享时长(1+1+0+1)市区39元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004962","共享时长(1+1+0+1)市区49元ADSL包月套餐","共享时长(1+1+0+1)市区49元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004963","共享时长(1+1+0+1)市区69元ADSL包月套餐","共享时长(1+1+0+1)市区69元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004964","共享时长(1+1+0+1)区县39元ADSL包月套餐","共享时长(1+1+0+1)区县39元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004965","共享时长(1+1+0+1)区县49元ADSL包月套餐","共享时长(1+1+0+1)区县49元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004966","共享时长(1+1+0+1)区县69元ADSL包月套餐","共享时长(1+1+0+1)区县69元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004967","共享时长(1+1+0+1)市区39元ADSL限时套餐","共享时长(1+1+0+1)市区39元ADSL限时套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004968","共享时长(1+1+0+1)市区49元ADSL限时套餐","共享时长(1+1+0+1)市区49元ADSL限时套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004969","共享时长(1+1+0+1)市区69元ADSL限时套餐","共享时长(1+1+0+1)市区69元ADSL限时套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004970","共享时长(1+1+0+2)市区54元ADSL包月套餐","共享时长(1+1+0+2)市区54元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004971","共享时长(1+1+0+2)市区64元ADSL包月套餐","共享时长(1+1+0+2)市区64元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004972","共享时长(1+1+0+2)市区84元ADSL包月套餐","共享时长(1+1+0+2)市区84元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004973","共享时长(1+1+0+2)区县54元ADSL包月套餐","共享时长(1+1+0+2)区县54元ADSL包月套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"82004996","共享时长(1+0+0+1)市区49元套餐","共享时长(1+0+0+1)市区49元套餐","组合业务","2009/8/22","2050/12/31","固定组合产品","停售"
"80002960","亲情无线市区A(116元)","亲情无线市区A(116元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002962","亲情无线市区A(146元)","亲情无线市区A(146元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002963","亲情无线市区A(186元)","亲情无线市区A(186元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002965","亲情无线市区B(146元)","亲情无线市区B(146元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002967","亲情无线市区B(86元)","亲情无线市区B(86元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002969","亲情无线市区C(66元)","亲情无线市区C(66元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002971","亲情无线市区C(96元)","亲情无线市区C(96元)","小灵通","2009/8/22","2050/12/31","非组合产品","停售"
"80002973","固话亲情随身市区(36元)","固话亲情随身市区(36元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80002974","固话亲情随身市区(46元)","固话亲情随身市区(46元)","普通电话","2009/8/22","2050/12/31","非组合产品","停售"
"80002976","塘沽区建委ISDN(1680元)","塘沽区建委ISDN(1680元)","ISDN","2009/8/22","2050/12/31","非组合产品","消亡"
