"套餐类型","套餐ID","套餐名称","套餐生效","失效时间","201905账期出账金额","201905账期出账用户数"
"BSS互联网","77441002","无线1M职院14月200元(体验用户)","2009/9/13","2000/12/31","0","0"
"BSS互联网","77440093","4M预付 6个月3420元 专线","2009/9/13","2050/12/31","0","0"
"BSS互联网","77446301","冰激凌宽带升速300M预付费(家庭)","2018/6/1","2050/12/31","67341.12","2464"
"BSS互联网","77440095","512K后付费每月360(商业)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440168","升速4后500M预付费光纤宽带(家庭)","2009/9/13","2050/12/31","2651.01","97"
"BSS互联网","77440124","1M预付12个月4320元(新华书店)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440027","100M后付费每月13000(网吧)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440087","2M预付12个月 800(王徐庄)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440123","1M预付12个月4320元(新华书店)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440063","1M预付12个月 720(凭残疾证)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440151","384K后付费每月1000(网吧2线)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440073","2M大客户预付一年12120元","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440039","1M后付费每月 220(社保大客户)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440065","1M预付12个月 960元","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440050","1M预付01个月 100元","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440074","2M后付费(商业)","2009/9/13","2050/12/31","0","0"
"BSS固定电话","77300057","传真35元","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440037","1M后付费每月 180(财务大客户)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440049","1M预付费(商业)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440030","10M后付费每月8000(网吧)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440042","1M后付费每月 360(商业)","2009/9/13","2050/12/31","0","0"
"BSS互联网","77440023","(计费中心)2M预付09个月","2009/9/13","2050/12/31","0","0"
"BSS固定电话","80001583","区县套餐29元","2009/8/22","2050/12/31","0","0"
"BSS数据通信","80000524","优惠0月租帧中继","2009/8/22","2050/12/31","0","0"
"BSS互联网","80000758","公免互联网邮箱","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001150","亲情在线区县(48元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS广告传媒业务","85000021","黄页销售","2009/8/22","2050/12/31","0","0"
"BSS广告传媒业务","85000024","LED视频广告","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001109","亲情无线区县(134元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001116","亲情无线市区B(106元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001117","亲情无线市区B(146元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001122","亲情无线市区C(76元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS互联网","80003112","共享","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001523","固话亲情无线市区C(96元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001565","八局登发","2009/8/22","2050/12/31","5396","149"
"BSS广告传媒业务","80004720","营业厅视频广告","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80002442","神眼套餐固话月租20元","2009/8/22","2050/12/31","0","0"
"BSS互联网","80002577","VPDN分支端","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002778","区县小灵通职工试用","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002789","80元包月(2000分钟)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002791","60元包月(2000分钟)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002795","家灵通A套餐","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002807","游子通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002808","组合ADSL512K(大客户)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002813","家灵通B套餐（市区）","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002819","亲情1+套餐一(免月租)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002955","亲情无线","2009/8/22","2050/12/31","0","0"
"BSS互联网","80003014","甲A(超出后4元/小时，不封顶）","2009/8/22","2050/12/31","140","2"
"BSS互联网","80003028","乙A","2009/8/22","2050/12/31","2589.93","28"
"BSS互联网","80003031","公话ADSL包月","2009/8/22","2050/12/31","24872.5","346"
"BSS固定电话","80001931","大众电话最低消费48元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80004912","共享时长(1+1+0+2)市区84元ADSL包月固话","2009/8/22","2050/12/31","153.41","5"
"BSS无线市话","80004988","共享时长(1+0+1+1)区县49元小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004990","共享时长(1+0+1+2)市区39元小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004992","共享时长(1+0+1+2)市区69元小灵通","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80005061","共享时长(1+1+1+3)市区134元ADSL包月套餐普通电话","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80005081","共享时长(1+0+1+3)市区49元套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80005115","共享时长(1+1+1+3)市区114元ADSL限时套餐普通电话","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001936","大众电话最低消费38元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001942","大众电话最低消费26元","2009/8/22","2050/12/31","1206.42","42"
"BSS固定电话","80002172","30B+D非经营性0元","2009/8/22","2050/12/31","0","0"
"BSS互联网","80002184","甲G(超出后4元/小时，不封顶）","2009/8/22","2050/12/31","4153.36","43"
"BSS网元出租","80002195","租杆挂线","2009/8/22","2050/12/31","346.2","5"
"BSS固定电话","80004814","共享时长(1+1+1+2)区县69元ADSL包月固话","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80004818","共享时长(1+0+0+1)市区49元固话","2009/8/22","2050/12/31","26440.17","1328"
"BSS固定电话","80000068","30B+D(非经营性)1500元","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80003232","学灵通","2009/8/22","2050/12/31","0","0"
"BSS语音增值业务","80003419","行业首查","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80003477","大众电话最低消费30+3元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80003478","大众电话最低消费28+3元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80003494","市话公纳甲种A(160元)","2009/8/22","2050/12/31","267.67","5"
"BSS语音增值业务","80003533","企业名片30秒80元/月","2009/8/22","2050/12/31","80","1"
"BSS固定电话","80004240","大众电话市内58元","2009/8/22","2050/12/31","960.14","16"
"BSS互联网","80004246","宽带商务套餐二ADSL（1MFTTH10M）","2009/8/22","2050/12/31","24915","230"
"BSS互联网增值业务","80004385","宽带我家亲情型","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004537","区县亲情1+生活套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS网元出租","80001601","塘沽2M数字电路","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001603","ISDN专线","2009/8/22","2050/12/31","0","0"
"BSS广告传媒业务","80000520","黄页发行","2009/8/22","2050/12/31","0","0"
"BSS互联网增值业务","80000527","公免集团邮件","2009/8/22","2016/6/14 22:56:35","0","0"
"BSS无线市话","80001105","亲情随身市区(36元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001303","固话亲情随身区县(99元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001306","固话亲情无线市区A(126元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001315","固话亲情无线市区B(106元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001351","固话亲情无线市区C(66元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS互联网","80003114","共享公免","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80003394","大众通B","2009/8/22","2050/12/31","0","0"
"BSS语音增值业务","80003411","多名称注册100元/月","2009/8/22","2050/12/31","0","0"
"BSS语音增值业务","80003413","800业务-公免800","2009/8/22","2050/12/31","0","0"
"BSS语音增值业务","80003427","4006业务-每月最低消费2000元（不含月租和功能费）","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80003460","大众电话最低消费50+3元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80003950","大众电话市内28元","2009/8/22","2050/12/31","5739.03","178"
"BSS固定电话","80004242","大众电话区县28元","2009/8/22","2050/12/31","4713.73","151"
"BSS互联网","80004413","银联VPN平台+分支租用月租费220元/月","2009/8/22","2050/12/31","0","0"
"BSS互联网","80004401","党员远程教育EPON4MFTTH8M(100元包月)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004536","市区亲情1+生活套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004540","小灵通阳光新锐(15元)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002767","时尚通话套餐(6元赠送120分钟)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002956","亲情无线区县(104元)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80000079","双向中继2800元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80000081","汉沽盐场双向中继线系统2500","2009/8/22","2050/12/31","0","0"
"BSS公话","80000093","代办公话0.55","2009/8/22","2050/12/31","0","0"
"BSS公话","80000094","代办公话0.60","2009/8/22","2050/12/31","0","0"
"BSS公话","80000100","公话ADSL0.40","2009/8/22","2050/12/31","0","0"
"BSS网元出租","80000109","本地数字电路区内","2009/8/22","2050/12/31","12638017.32","13123"
"BSS互联网","80000111","LAN公众","2009/8/22","2050/12/31","6180","149"
"BSS网元出租","80000114","国际长途数字电路","2009/8/22","2050/12/31","15180","3"
"BSS无线市话","80000130","CENTREX灵通大众卡-UT","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80000135","CENTREX亲情随身乙种套餐","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80000164","固话亲情无线区县(104元)","2009/8/22","2050/12/31","479.44","13"
"BSS公话","80000287","201卡电话","2009/8/22","2050/12/31","1695.28","462"
"BSS固定电话","80000289","虚拟电话(21元)","2009/8/22","2050/12/31","802755.78","22034"
"BSS固定电话","80000290","虚拟电话(35元)","2009/8/22","2050/12/31","1605059.11","37454"
"BSS固定电话","80000297","塘沽中化河北进出口天津分公司虚","2009/8/22","2050/12/31","313.82","5"
"BSS固定电话","80000303","塘沽乙种虚拟电话","2009/8/22","2050/12/31","373710.59","8309"
"BSS无线市话","80001504","亲情随身区县(59元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001507","亲情随身市区(36元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80001520","亲情无线市区B(76元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001562","县局租赁电话乙种(95元)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001578","市区日租0.7元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001584","市区套餐59元","2009/8/22","2050/12/31","0","0"
"BSS网元出租","80001596","出院分机(200元)","2009/8/22","2050/12/31","200","1"
"BSS固定电话","80001912","大众电话最低消费42+1元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001913","大众电话最低消费40+1元","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001928","大众电话最低消费54元","2009/8/22","2050/12/31","0","0"
"BSS互联网","80002181","网校A","2009/8/22","2050/12/31","0","0"
"BSS互联网","80002183","甲F","2009/8/22","2050/12/31","15","1"
"BSS互联网","80002187","甲I","2009/8/22","2050/12/31","18287.55","431"
"BSS互联网","80002191","乙D","2009/8/22","2050/12/31","0","0"
"BSS公话","80000092","塘沽公话0.40","2009/8/22","2050/12/31","0","0"
"BSS公话","80000099","投币公话0.40","2009/8/22","2050/12/31","0","0"
"BSS公话","80000103","IC卡公话0.00","2009/8/22","2050/12/31","0","0"
"BSS公话","80000108","多媒体ADSL卡式公话","2009/8/22","2050/12/31","0","0"
"BSS网元出租","80000113","国内长途数字电路","2009/8/22","2050/12/31","123700","19"
"BSS无线市话","80000136","CENTREX亲情套餐(20元包150分钟)","2009/8/22","2050/12/31","0","0"
"BSS互联网增值业务","80000144","网页制作","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80000163","固话亲情无线区县(84元)","2009/8/22","2050/12/31","1340.34","53"
"BSS互联网增值业务","80000232","收费虚拟主机","2009/8/22","2050/12/31","10279.66","3"
"BSS固定电话","80000263","固话亲情无线市区B(86元)","2009/8/22","2050/12/31","986.68","34"
"BSS固定电话","80000286","119报警(4元)","2009/8/22","2050/12/31","663.47","122"
"BSS固定电话","80000298","塘沽天津振贸国际贸易有限公司虚","2009/8/22","2050/12/31","16127.11","286"
"BSS固定电话","80000306","塘沽天津出入境边检总站虚拟电话","2009/8/22","2050/12/31","522.04","13"
"BSS无线市话","80005134","共享时长(1+1+1+3)区县69元ADSL包月套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80005139","共享时长(1+1+1+3)市区49元ADSL限时套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80005170","共享时长(1+1+1+1)区县89元ADSL包月套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80005177","共享时长(1+0+0+2)区县104元套餐普通电话","2009/8/22","2050/12/31","145.4","4"
"BSS无线市话","80005185","共享时长(1+0+1+2)区县89元套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002971","亲情无线市区C(96元)","2009/8/22","2050/12/31","0","0"
"BSS数据通信","80002982","收费ATM业务","2009/8/22","2050/12/31","33770","14"
"BSS固定电话","80001329","固话亲情随身市区(36元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS语音增值业务","80004788","4006月最低3000元不含月租功能费","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80004817","共享时长(1+0+0+1)市区39元固话","2009/8/22","2050/12/31","2665.33","160"
"BSS固定电话","80004823","共享时长(1+0+0+2)市区54元固话","2009/8/22","2050/12/31","29.76","2"
"BSS固定电话","80004825","共享时长(1+0+0+2)市区84元固话","2009/8/22","2050/12/31","230.94","9"
"BSS固定电话","80004840","共享时长(1+0+1+1)区县84元固话","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80004857","共享时长(1+1+0+2)市区54元ADSL限时固话","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80004859","共享时长(1+1+0+2)市区64元ADSL限时固话","2009/8/22","2050/12/31","54.66","3"
"BSS固定电话","80005204","商务固话套餐108元","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004935","共享时长(1+1+1+1)市区39元ADSL限时小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80004974","共享时长(1+1+1+1)区县69元ADSL包月小灵通","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80005120","共享时长(1+1+1+3)市区114元ADSL包月套餐普通电话","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80005136","共享时长(1+1+0+4)市区94元ADSL限时套餐普通电话","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80005161","共享时长(1+0+1+2)市区89元套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80005190","共享时长(1+1+1+3)市区39元ADSL限时套餐小灵通","2009/8/22","2050/12/31","0","0"
"BSS互联网","80004931","共享时长ADSL包60小时(市区)","2009/8/22","2050/12/31","7508.15","146"
"BSS互联网","81090001","FTTH产品","2009/8/22","2050/12/31","0","0"
"BSS数据通信","99400039","联通专网协议套餐4275元","2006/11/1","2050/12/31","0","0"
"BSS固定电话","80001585","区县套餐49元","2009/8/22","2050/12/31","0","0"
"BSS网元出租","80001593","专线(200元)","2009/8/22","2050/12/31","34900","170"
"BSS网元出租","80000752","国际MPLS-VPN业务","2009/8/22","2050/12/31","0","0"
"BSS广告传媒业务","85000032","营业厅平面广告","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001126","亲情在线市区(28元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001129","固话亲情随身区县(29元)(1+3)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001300","大众电话最低消费54+1元","2009/8/22","2050/12/31","0","0"
"BSS互联网","80003119","网校甲种包月","2009/8/22","2050/12/31","0","0"
"BSS无线市话","83000029","PHS虚拟群","2009/8/15","2050/12/31","0","0"
"BSS无线市话","80001503","亲情随身区县(39元)(1+2)","2009/8/22","2050/12/31","0","0"
"BSS固定电话","80001567","塘沽海晶集团优惠电话","2009/8/22","2050/12/31","1011.43","24"
"BSS广告传媒业务","80002594","广告传媒业务其他","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002803","商宝通","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002818","亲情1+套餐四免月租(AD限时)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002953","亲情套餐(30元包500分钟)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002966","亲情无线市区B(76元)","2009/8/22","2050/12/31","0","0"
"BSS无线市话","80002970","亲情无线市区C(76元)","2009/8/22","2050/12/31","0","0"
